Gene	Number of isoform	Jaccard Index	Dice coefficient	Overlap coefficient	Redundance metric	Stdev number GO term
ENSG00000182378	9	0.6111111111111112	0.6111111111111112	1.0	0.125	5.4046162253401375
ENSG00000178605	1	1.0	1.0	1.0	1.0	0.0
ENSG00000167393	2	0.0	0.0	1.0	0.0	14.5
ENSG00000185960	4	1.0	1.0	1.0	1.0	0.0
ENSG00000205755	3	0.3333333333333333	0.3333333333333333	1.0	0.5	36.298148100909444
ENSG00000198223	12	0.5738703524607781	0.6153297242252024	1.0	0.725378787878788	18.277756670031717
ENSG00000185291	3	0.8245614035087719	0.8989898989898991	1.0	0.868421052631579	4.714045207910317
ENSG00000169100	1	1.0	1.0	1.0	1.0	0.0
ENSG00000169093	3	0.5098039215686274	0.6124031007751939	1.0	0.2647058823529412	23.570226039551585
ENSG00000182162	2	0.0	0.0	1.0	0.0	28.5
ENSG00000197976	3	0.9863945578231292	0.993127147766323	1.0	0.9795918367346939	0.4714045207910317
ENSG00000196433	4	0.448082715673334	0.5587636331396634	1.0	0.49253731343283585	21.383404780343096
ENSG00000169084	4	0.31884057971014496	0.32575757575757575	1.0	0.3043478260869565	11.022703842524301
ENSG00000214717	5	0.6262295081967213	0.6492307692307691	1.0	0.7663934426229508	45.6
ENSG00000002586	9	0.6111111111111112	0.6111111111111112	1.0	0.75	19.124026643511257
ENSG00000124343	4	1.0	1.0	1.0	1.0	0.0
ENSG00000056998	5	0.46315789473684205	0.5142857142857145	1.0	0.5526315789473685	16.65653025092561
ENSG00000006756	3	0.05128205128205129	0.08888888888888889	1.0	0.07692307692307693	11.430952132988164
ENSG00000157399	20	0.5790053848590428	0.6540283471620901	0.9960526315789474	0.6507177033492823	15.16047492659778
ENSG00000205667	1	1.0	1.0	1.0	1.0	0.0
ENSG00000062096	2	1.0	1.0	1.0	1.0	0.0
ENSG00000101825	1	1.0	1.0	1.0	1.0	0.0
ENSG00000183943	1	1.0	1.0	1.0	1.0	0.0
ENSG00000146938	7	0.48597521200260935	0.4949874686716792	1.0	0.6735159817351598	64.62071443967389
ENSG00000169059	2	1.0	1.0	1.0	1.0	0.0
ENSG00000130021	5	0.3454545454545454	0.3789473684210526	1.0	0.5378787878787878	15.025311976794358
ENSG00000101846	5	0.6399999999999999	0.6727272727272726	1.0	0.775	21.6
ENSG00000182583	5	1.0	1.0	1.0	1.0	0.0
ENSG00000006757	4	0.5	0.5	1.0	0.6666666666666666	29.011851026778693
ENSG00000177504	1	1.0	1.0	1.0	1.0	0.0
ENSG00000205642	1	1.0	1.0	1.0	1.0	0.0
ENSG00000011201	1	1.0	1.0	1.0	1.0	0.0
ENSG00000183304	2	1.0	1.0	1.0	1.0	0.0
ENSG00000177138	5	1.0	1.0	1.0	1.0	0.0
ENSG00000101849	11	0.5636363636363636	0.5636363636363636	1.0	0.7	55.224859655475285
ENSG00000101850	3	0.4972677595628416	0.5964912280701755	1.0	0.6229508196721312	43.36921591277491
ENSG00000146950	3	0.3787101787101787	0.4445782027151384	1.0	0.10139860139860139	60.57685660015346
ENSG00000234469	1	1.0	1.0	1.0	1.0	0.0
ENSG00000047644	1	1.0	1.0	1.0	1.0	0.0
ENSG00000073464	7	0.4586466165413534	0.48450491307634164	1.0	0.6096491228070176	49.7549095106017
ENSG00000101871	16	0.7109755074158574	0.7648998882116439	0.9878744480248244	0.8079601990049752	37.35618255389595
ENSG00000291314	1	1.0	1.0	1.0	1.0	0.0
ENSG00000004961	3	1.0	1.0	1.0	1.0	0.0
ENSG00000047648	7	0.680451127819549	0.745635416047401	1.0	0.7894736842105262	27.745931858452288
ENSG00000125363	3	0.3574302531849702	0.5056860109635252	0.9541666666666666	0.3888888888888889	35.11251755270318
ENSG00000005302	38	0.4076938612716271	0.43996415272062106	1.0	0.4980261160036441	39.697374962928826
ENSG00000169933	8	0.9267241379310347	0.9570707070707068	1.0	0.958128078817734	5.622221536012255
ENSG00000101911	5	0.5966595838242925	0.7268661540290754	0.9914893617021276	0.5855263157894737	30.94769781421552
ENSG00000196664	1	1.0	1.0	1.0	1.0	0.0
ENSG00000101916	2	1.0	1.0	1.0	1.0	0.0
ENSG00000205542	4	1.0	1.0	1.0	1.0	0.0
ENSG00000187268	4	0.5113636363636364	0.5222222222222221	0.75	0.6590909090909091	17.75352077758099
ENSG00000123594	1	1.0	1.0	1.0	1.0	0.0
ENSG00000198759	2	1.0	1.0	1.0	1.0	0.0
ENSG00000176896	9	1.0	1.0	1.0	1.0	0.0
ENSG00000123595	3	0.3333333333333333	0.3333333333333333	1.0	0.5	57.982756057296896
ENSG00000196459	7	1.0	1.0	1.0	1.0	0.0
ENSG00000046651	13	0.33689458689458696	0.34026334026334015	0.9358974358974359	0.10185185185185186	12.334106271424488
ENSG00000046653	9	0.4676518883415435	0.49714424944870317	1.0	0.5678571428571428	44.917207788948275
ENSG00000046647	5	0.9322033898305087	0.962962962962963	1.0	0.9576271186440678	4.0
ENSG00000101958	3	0.3333333333333333	0.3333333333333333	1.0	0.5	61.753992223625154
ENSG00000181544	16	0.6837500000000006	0.7585877862595415	1.0	0.77	31.982355975600047
ENSG00000130150	4	0.3333333333333333	0.3333333333333333	1.0	0.3333333333333333	46.0
ENSG00000102048	5	0.9083333333333334	0.9482352941176471	1.0	0.9427083333333334	4.4
ENSG00000165192	4	0.84375	0.9074074074074074	1.0	0.8958333333333334	6.49519052838329
ENSG00000165195	12	0.26615402141717937	0.29150484893278683	1.0	0.15885167464114833	34.17631977456516
ENSG00000165197	1	1.0	1.0	1.0	1.0	0.0
ENSG00000087842	2	1.0	1.0	1.0	1.0	0.0
ENSG00000102010	3	1.0	1.0	1.0	1.0	0.0
ENSG00000130234	10	0.7229256426917244	0.7548218732954649	1.0	0.8403058929374718	76.80527325646332
ENSG00000285602	1	1.0	1.0	1.0	1.0	0.0
ENSG00000147003	2	1.0	1.0	1.0	1.0	0.0
ENSG00000169239	4	0.5	0.5	1.0	0.0	15.155444566227676
ENSG00000169249	5	0.5475000000000001	0.5712328767123288	1.0	0.70625	31.07667935928805
ENSG00000182287	11	0.807289516947078	0.8798522390008441	1.0	0.7673913043478261	22.694886015128372
ENSG00000126010	1	1.0	1.0	1.0	1.0	0.0
ENSG00000182798	2	1.0	1.0	1.0	1.0	0.0
ENSG00000047230	4	0.8894736842105262	0.9378698224852071	1.0	0.9263157894736843	9.093266739736606
ENSG00000169906	1	1.0	1.0	1.0	1.0	0.0
ENSG00000169895	1	1.0	1.0	1.0	1.0	0.0
ENSG00000086712	2	1.0	1.0	1.0	1.0	0.0
ENSG00000102054	8	0.3299031476997579	0.3371353777112939	1.0	0.2970137207425343	84.45033673704327
ENSG00000169891	2	1.0	1.0	1.0	1.0	0.0
ENSG00000188158	5	0.4612244897959183	0.5160493827160494	1.0	0.576530612244898	17.89525076661403
ENSG00000047634	5	0.6	0.6	1.0	0.75	16.4
ENSG00000131831	6	0.6666666666666666	0.6666666666666666	1.0	0.8	5.962847939999439
ENSG00000177324	2	0.8333333333333334	0.9090909090909091	1.0	0.8333333333333334	0.5
ENSG00000102098	4	0.12425404944586531	0.19313797313797312	1.0	0.14705882352941177	26.462237244798484
ENSG00000008086	10	0.42114557917973744	0.4476172446867585	1.0	0.515084621044886	63.28578039338695
ENSG00000102104	1	1.0	1.0	1.0	1.0	0.0
ENSG00000086717	10	0.7502834467120182	0.8064108253054877	1.0	0.8526077097505669	13.425721582097552
ENSG00000044446	1	1.0	1.0	1.0	1.0	0.0
ENSG00000173698	10	0.9555555555555554	0.9768115942028988	1.0	0.9629629629629629	0.9797958971132712
ENSG00000131828	8	0.5067772100419213	0.5919094995200378	0.9911628202682943	0.5948051948051949	41.827024756728754
ENSG00000180815	2	0.25	0.4	1.0	0.25	16.5
ENSG00000147010	34	0.4243575744828471	0.4549641873721296	0.9925956396544631	0.5344877344877346	45.26015724575021
ENSG00000173681	4	0.3333333333333333	0.3333333333333333	1.0	0.3333333333333333	25.0
ENSG00000184368	4	1.0	1.0	1.0	1.0	0.0
ENSG00000173674	2	0.9615384615384616	0.9803921568627451	1.0	0.9615384615384616	2.0
ENSG00000177189	15	0.5582221726448691	0.5742700899071503	1.0	0.7174462705436156	95.80521906451652
ENSG00000149970	19	0.4761451222804242	0.5692281355990102	0.9981286549707603	0.4272300469483568	21.49018973503132
ENSG00000185915	1	1.0	1.0	1.0	1.0	0.0
ENSG00000091482	3	1.0	1.0	1.0	1.0	0.0
ENSG00000012174	2	1.0	1.0	1.0	1.0	0.0
ENSG00000230797	1	1.0	1.0	1.0	1.0	0.0
ENSG00000102172	3	0.6862745098039215	0.7948717948717948	1.0	0.5294117647058824	11.313708498984761
ENSG00000102174	6	0.6136126984126984	0.693605367149088	0.9764705882352942	0.1456	39.82880029995045
ENSG00000175809	1	1.0	1.0	1.0	1.0	0.0
ENSG00000184735	1	1.0	1.0	1.0	1.0	0.0
ENSG00000165186	2	0.0	0.0	1.0	0.0	23.5
ENSG00000123131	4	0.3622482131254061	0.47011134483060774	1.0	0.32098765432098764	50.77093164400275
ENSG00000123130	6	0.2968553459119497	0.32280701754385965	1.0	0.43018867924528303	25.20196200475052
ENSG00000130066	3	0.1497584541062802	0.23877934272300472	1.0	0.18115942028985507	27.980151695244416
ENSG00000288706	1	1.0	1.0	1.0	1.0	0.0
ENSG00000184831	6	0.8537109887227906	0.9162309619709759	1.0	0.7902439024390244	5.07991688470939
ENSG00000165182	3	1.0	1.0	1.0	1.0	0.0
ENSG00000174010	6	1.0	1.0	1.0	1.0	0.0
ENSG00000130741	2	0.26136363636363635	0.4144144144144144	1.0	0.26136363636363635	32.5
ENSG00000005889	7	0.5376984126984128	0.5739514348785872	1.0	0.7097222222222223	47.92979559858824
ENSG00000223611	1	1.0	1.0	1.0	1.0	0.0
ENSG00000223731	2	1.0	1.0	1.0	1.0	0.0
ENSG00000067992	3	1.0	1.0	1.0	1.0	0.0
ENSG00000102230	4	0.6511017346460385	0.7553798218666886	1.0	0.7481481481481481	23.526580712037184
ENSG00000101868	4	0.2058823529411765	0.23684210526315788	1.0	0.37254901960784315	72.28070281894055
ENSG00000004848	2	0.0	0.0	1.0	0.0	86.5
ENSG00000176774	1	1.0	1.0	1.0	1.0	0.0
ENSG00000232030	1	1.0	1.0	1.0	1.0	0.0
ENSG00000176746	1	1.0	1.0	1.0	1.0	0.0
ENSG00000188408	1	1.0	1.0	1.0	1.0	0.0
ENSG00000224960	1	1.0	1.0	1.0	1.0	0.0
ENSG00000189186	3	0.3333333333333333	0.3333333333333333	1.0	0.5	13.199326582148887
ENSG00000177689	2	1.0	1.0	1.0	1.0	0.0
ENSG00000226372	1	1.0	1.0	1.0	1.0	0.0
ENSG00000169306	1	1.0	1.0	1.0	1.0	0.0
ENSG00000099399	1	1.0	1.0	1.0	1.0	0.0
ENSG00000198798	2	1.0	1.0	1.0	1.0	0.0
ENSG00000120289	1	1.0	1.0	1.0	1.0	0.0
ENSG00000214107	3	1.0	1.0	1.0	1.0	0.0
ENSG00000169297	2	0.0783132530120482	0.1452513966480447	1.0	0.0783132530120482	76.5
ENSG00000120280	1	1.0	1.0	1.0	1.0	0.0
ENSG00000198814	12	0.31106654510617104	0.355358800006643	1.0	0.35889328063241105	49.52349330256185
ENSG00000157625	5	1.0	1.0	1.0	1.0	0.0
ENSG00000132446	1	1.0	1.0	1.0	1.0	0.0
ENSG00000198947	42	0.24478978518644154	0.2807650179809643	0.9135173769320099	0.08857822724568709	102.85161195446892
ENSG00000185448	1	1.0	1.0	1.0	1.0	0.0
ENSG00000147027	1	1.0	1.0	1.0	1.0	0.0
ENSG00000189132	1	1.0	1.0	1.0	1.0	0.0
ENSG00000189023	5	1.0	1.0	1.0	1.0	0.0
ENSG00000165164	5	0.14736611062335384	0.18518083300691995	0.85	0.05514705882352941	25.350345165302976
ENSG00000249467	1	1.0	1.0	1.0	1.0	0.0
ENSG00000198173	1	1.0	1.0	1.0	1.0	0.0
ENSG00000130962	7	0.6349206349206348	0.6666666666666667	1.0	0.7777777777777778	4.199125273342591
ENSG00000250349	1	1.0	1.0	1.0	1.0	0.0
ENSG00000147036	3	1.0	1.0	1.0	1.0	0.0
ENSG00000047597	1	1.0	1.0	1.0	1.0	0.0
ENSG00000165168	4	0.33577968987254403	0.3440049693722811	1.0	0.33175355450236965	103.26513206305408
ENSG00000165169	3	1.0	1.0	1.0	1.0	0.0
ENSG00000187516	1	1.0	1.0	1.0	1.0	0.0
ENSG00000229674	1	1.0	1.0	1.0	1.0	0.0
ENSG00000147041	2	0.5869565217391305	0.7397260273972602	1.0	0.5869565217391305	9.5
ENSG00000101955	4	1.0	1.0	1.0	1.0	0.0
ENSG00000156313	15	0.3856949107058998	0.422306672550082	0.9903061224489795	0.3258664412510566	55.874462463235886
ENSG00000036473	2	0.184	0.3108108108108108	1.0	0.184	51.0
ENSG00000156298	5	0.30869565217391304	0.316	0.9181818181818182	0.021739130434782608	6.196773353931867
ENSG00000165175	4	1.0	1.0	1.0	1.0	0.0
ENSG00000183337	14	0.8002213613724406	0.8267117497886725	1.0	0.8433868289983397	34.0087773784285
ENSG00000182220	23	0.6014665050835635	0.6339341948417363	0.9996666507928947	0.736111111111111	94.58317670542675
ENSG00000238205	1	1.0	1.0	1.0	1.0	0.0
ENSG00000185753	3	1.0	1.0	1.0	1.0	0.0
ENSG00000180182	3	0.504424778761062	0.6056338028169014	1.0	0.25663716814159293	39.59797974644666
ENSG00000124486	12	0.3254322504322504	0.3453906827177241	1.0	0.4419191919191919	119.09622043634391
ENSG00000215301	37	0.4731218682168048	0.48043882870130467	1.0	0.6176511954992967	188.54004463113557
ENSG00000188937	2	1.0	1.0	1.0	1.0	0.0
ENSG00000147044	21	0.3448553377739312	0.4260732739877163	0.9903596403596405	0.391015625	102.76817139637251
ENSG00000171659	3	1.0	1.0	1.0	1.0	0.0
ENSG00000171657	1	1.0	1.0	1.0	1.0	0.0
ENSG00000102055	1	1.0	1.0	1.0	1.0	0.0
ENSG00000189221	6	0.7385281385281385	0.8087216648086214	1.0	0.8363636363636363	22.27853974867593
ENSG00000069535	1	1.0	1.0	1.0	1.0	0.0
ENSG00000124479	2	1.0	1.0	1.0	1.0	0.0
ENSG00000183690	1	1.0	1.0	1.0	1.0	0.0
ENSG00000069509	1	1.0	1.0	1.0	1.0	0.0
ENSG00000189037	1	1.0	1.0	1.0	1.0	0.0
ENSG00000147050	22	0.3426475186857449	0.3736739105305886	1.0	0.1347637869377	56.34348980117585
ENSG00000147113	2	0.0	0.0	1.0	0.0	6.0
ENSG00000147121	6	0.5226666666666666	0.5788617886178862	1.0	0.584	8.339997335464536
ENSG00000251192	4	0.7017543859649122	0.7875000000000001	1.0	0.8011695906432749	14.722431864335457
ENSG00000147119	1	1.0	1.0	1.0	1.0	0.0
ENSG00000065923	2	1.0	1.0	1.0	1.0	0.0
ENSG00000102218	1	1.0	1.0	1.0	1.0	0.0
ENSG00000102221	4	0.5308641975308642	0.6380952380952382	1.0	0.5308641975308642	19.0
ENSG00000130988	4	0.6255924170616113	0.7007575757575758	1.0	0.7503949447077409	68.41600689897065
ENSG00000147123	6	0.4932038834951456	0.5613445378151259	1.0	0.4932038834951456	43.5
ENSG00000182872	4	0.8231272642281172	0.8973187784754487	1.0	0.8372093023255814	27.770262872360426
ENSG00000130985	8	0.5440459435005529	0.6271790398656069	1.0	0.31403940886699505	41.42444175845946
ENSG00000102225	13	0.26711674849972733	0.2861082730314553	0.9615384615384616	0.36391843971631205	87.62379239728693
ENSG00000102226	4	0.22463768115942026	0.2654320987654321	1.0	0.391304347826087	21.18962010041709
ENSG00000147117	1	1.0	1.0	1.0	1.0	0.0
ENSG00000147124	4	0.7962962962962963	0.8720930232558141	0.8999999999999999	0.691358024691358	1.299038105676658
ENSG00000078061	2	0.24074074074074073	0.3880597014925373	1.0	0.24074074074074073	41.0
ENSG00000008056	4	0.23966540603004519	0.297980270457678	1.0	0.3872255489021956	71.02244363579727
ENSG00000102265	5	0.3793972109761584	0.44015810276679845	1.0	0.30116959064327486	78.0707371554797
ENSG00000126759	4	0.5	0.5	1.0	0.6666666666666666	36.80607966083864
ENSG00000126767	3	0.47008547008547	0.5602836879432624	1.0	0.6025641025641025	58.45416057808793
ENSG00000126756	3	0.3333333333333333	0.3333333333333333	1.0	0.5	48.55466564147626
ENSG00000197779	4	0.5	0.5	1.0	0.0	10.825317547305483
ENSG00000147118	2	1.0	1.0	1.0	1.0	0.0
ENSG00000221994	8	0.5763630089717046	0.6457321748019422	0.9571428571428573	0.5873015873015872	6.977642868476432
ENSG00000171489	2	1.0	1.0	1.0	1.0	0.0
ENSG00000171478	1	1.0	1.0	1.0	1.0	0.0
ENSG00000165583	2	1.0	1.0	1.0	1.0	0.0
ENSG00000126752	1	1.0	1.0	1.0	1.0	0.0
ENSG00000165584	3	1.0	1.0	1.0	1.0	0.0
ENSG00000268009	2	0.359375	0.5287356321839081	1.0	0.359375	20.5
ENSG00000269791	2	0.359375	0.5287356321839081	1.0	0.359375	20.5
ENSG00000017483	10	0.4084210526315789	0.4164948453608247	1.0	0.23625730994152047	42.752894638842875
ENSG00000068438	3	0.7906976744186046	0.8758620689655171	1.0	0.8430232558139535	12.727922061357855
ENSG00000102312	11	0.4909090909090909	0.4909090909090909	1.0	0.6	47.1424779062418
ENSG00000147155	3	1.0	1.0	1.0	1.0	0.0
ENSG00000286268	1	1.0	1.0	1.0	1.0	0.0
ENSG00000068354	3	0.3333333333333333	0.3333333333333333	1.0	0.0	21.213203435596427
ENSG00000102317	3	0.3333333333333333	0.3333333333333333	1.0	0.5	59.86837414046102
ENSG00000101940	6	0.4666666666666667	0.4666666666666667	1.0	0.2	17.441967269268172
ENSG00000015285	5	0.6277056277056277	0.6518218623481781	1.0	0.7673160173160173	86.0
ENSG00000101945	2	1.0	1.0	1.0	1.0	0.0
ENSG00000171433	2	1.0	1.0	1.0	1.0	0.0
ENSG00000102145	6	0.9987834549878347	0.9993906154783669	1.0	0.9963503649635037	0.37267799624996495
ENSG00000094631	30	0.5166516144533366	0.5670459844948049	0.9921545610173641	0.6310022558814051	232.7659888290288
ENSG00000187682	2	1.0	1.0	1.0	1.0	0.0
ENSG00000102109	1	1.0	1.0	1.0	1.0	0.0
ENSG00000102103	13	0.34529914529914546	0.3555379328575204	1.0	0.42962962962962964	87.86191425373887
ENSG00000126768	8	0.7357142857142857	0.74273607748184	1.0	0.8428571428571429	19.581560203415865
ENSG00000102100	18	0.749005399261154	0.8056727876335712	1.0	0.7276214833759591	10.735455276791944
ENSG00000102096	2	1.0	1.0	1.0	1.0	0.0
ENSG00000068308	5	0.9862068965517242	0.9930232558139533	1.0	0.9827586206896551	1.9595917942265424
ENSG00000102057	3	0.2708333333333333	0.2988505747126437	0.9852941176470589	0.40625	34.37376260399137
ENSG00000068400	66	0.48353282856521085	0.49179621755224384	1.0	0.5996816976127322	69.38552449971831
ENSG00000068323	2	0.0	0.0	1.0	0.0	52.5
ENSG00000147144	6	1.0	1.0	1.0	1.0	0.0
ENSG00000243279	2	1.0	1.0	1.0	1.0	0.0
ENSG00000288053	1	1.0	1.0	1.0	1.0	0.0
ENSG00000196998	29	0.5820016820857864	0.5838122605363986	1.0	0.18902439024390244	43.55504123660628
ENSG00000068394	1	1.0	1.0	1.0	1.0	0.0
ENSG00000269313	7	1.0	1.0	1.0	1.0	0.0
ENSG00000102007	2	1.0	1.0	1.0	1.0	0.0
ENSG00000012211	5	0.30434782608695654	0.3655172413793103	1.0	0.3804347826086957	9.562426470305537
ENSG00000102003	5	0.22533333333333333	0.24497041420118343	1.0	0.2816666666666667	70.72312210302937
ENSG00000102001	4	0.5	0.5	1.0	0.6666666666666666	55.858638544096294
ENSG00000101997	1	1.0	1.0	1.0	1.0	0.0
ENSG00000049768	8	0.5402275922493314	0.5551563664185168	1.0	0.6733847065797274	199.59819012205497
ENSG00000290184	1	1.0	1.0	1.0	1.0	0.0
ENSG00000049769	6	0.5466666666666666	0.596078431372549	1.0	0.62	13.349989596333858
ENSG00000215274	1	1.0	1.0	1.0	1.0	0.0
ENSG00000224659	1	1.0	1.0	1.0	1.0	0.0
ENSG00000274274	1	1.0	1.0	1.0	1.0	0.0
ENSG00000275113	1	1.0	1.0	1.0	1.0	0.0
ENSG00000236737	1	1.0	1.0	1.0	1.0	0.0
ENSG00000237671	1	1.0	1.0	1.0	1.0	0.0
ENSG00000227488	1	1.0	1.0	1.0	1.0	0.0
ENSG00000236362	2	1.0	1.0	1.0	1.0	0.0
ENSG00000216649	1	1.0	1.0	1.0	1.0	0.0
ENSG00000215269	1	1.0	1.0	1.0	1.0	0.0
ENSG00000224902	1	1.0	1.0	1.0	1.0	0.0
ENSG00000189064	1	1.0	1.0	1.0	1.0	0.0
ENSG00000205777	2	1.0	1.0	1.0	1.0	0.0
ENSG00000068985	1	1.0	1.0	1.0	1.0	0.0
ENSG00000101951	2	1.0	1.0	1.0	1.0	0.0
ENSG00000273820	1	1.0	1.0	1.0	1.0	0.0
ENSG00000171365	9	0.4325396825396826	0.47953216374269014	1.0	0.5892857142857143	41.66740740082316
ENSG00000147081	4	0.33884297520661155	0.3442622950819672	1.0	0.33884297520661155	60.0
ENSG00000147082	5	0.31707317073170727	0.3811320754716981	0.9692307692307693	0.39634146341463417	16.06735821471595
ENSG00000274588	1	1.0	1.0	1.0	1.0	0.0
ENSG00000158352	3	1.0	1.0	1.0	1.0	0.0
ENSG00000130385	1	1.0	1.0	1.0	1.0	0.0
ENSG00000122824	2	1.0	1.0	1.0	1.0	0.0
ENSG00000187690	1	1.0	1.0	1.0	1.0	0.0
ENSG00000196368	1	1.0	1.0	1.0	1.0	0.0
ENSG00000224109	1	1.0	1.0	1.0	1.0	0.0
ENSG00000283093	1	1.0	1.0	1.0	1.0	0.0
ENSG00000223591	1	1.0	1.0	1.0	1.0	0.0
ENSG00000189369	1	1.0	1.0	1.0	1.0	0.0
ENSG00000179222	4	1.0	1.0	1.0	1.0	0.0
ENSG00000187243	7	0.42857142857142855	0.42857142857142855	1.0	0.5	19.79486637221574
ENSG00000154545	5	0.4	0.4	1.0	0.5	19.595917942265423
ENSG00000155622	1	1.0	1.0	1.0	1.0	0.0
ENSG00000204379	2	1.0	1.0	1.0	1.0	0.0
ENSG00000204382	3	1.0	1.0	1.0	1.0	0.0
ENSG00000187754	1	1.0	1.0	1.0	1.0	0.0
ENSG00000241476	2	0.4166666666666667	0.5882352941176471	1.0	0.4166666666666667	17.5
ENSG00000268447	3	0.6111111111111112	0.7254901960784315	1.0	0.7083333333333334	16.49915822768611
ENSG00000204363	1	1.0	1.0	1.0	1.0	0.0
ENSG00000171405	2	0.0	0.0	1.0	0.0	1.0
ENSG00000171402	2	1.0	1.0	1.0	1.0	0.0
ENSG00000179304	7	0.42857142857142855	0.42857142857142855	1.0	0.5	8.907689867497083
ENSG00000268350	18	1.0	1.0	1.0	1.0	0.0
ENSG00000184194	2	0.0	0.0	1.0	0.0	25.0
ENSG00000184205	3	0.0749063670411985	0.12232415902140674	1.0	0.11235955056179775	38.12552367582058
ENSG00000232593	1	1.0	1.0	1.0	1.0	0.0
ENSG00000126012	13	0.7258736847600948	0.7576227090505527	0.9973343488194973	0.8157051282051282	32.582167410043404
ENSG00000124313	18	0.4147812971342383	0.4253928521763315	1.0	0.3182503770739065	35.84465798655135
ENSG00000072501	6	0.5143013394899795	0.5932407961250548	0.99568345323741	0.6590604026845638	54.07916008552237
ENSG00000158423	4	0.5	0.5	1.0	0.0	0.8660254037844386
ENSG00000072506	4	1.0	1.0	1.0	1.0	0.0
ENSG00000086758	10	0.28157361341440945	0.2928419560595322	0.95	0.3287037037037037	63.531094748949506
ENSG00000172943	15	0.4392330499601181	0.5085854176766058	0.8239574090505773	0.4955357142857143	49.22528708792757
ENSG00000184083	3	0.3333333333333333	0.3333333333333333	1.0	0.5	5.656854249492381
ENSG00000196632	3	0.3333333333333333	0.3333333333333333	1.0	0.5	98.99494936611666
ENSG00000158526	1	1.0	1.0	1.0	1.0	0.0
ENSG00000102302	1	1.0	1.0	1.0	1.0	0.0
ENSG00000130119	9	0.599290780141844	0.6049836601307191	1.0	0.7411347517730497	58.10739312516497
ENSG00000102313	1	1.0	1.0	1.0	1.0	0.0
ENSG00000102316	8	0.7987012987012988	0.8684582743988684	1.0	0.8658008658008658	13.423393758658799
ENSG00000067445	18	0.5073529411764706	0.5158371040723981	0.9923273657288999	0.22794117647058823	24.75659283683619
ENSG00000158571	4	0.537878787878788	0.6593740219092331	1.0	0.5	47.52893855326458
ENSG00000169188	1	1.0	1.0	1.0	1.0	0.0
ENSG00000158578	8	0.5156813001053523	0.6333478909169276	0.9935064935064936	0.5428571428571428	33.35790760824186
ENSG00000238269	2	1.0	1.0	1.0	1.0	0.0
ENSG00000234068	3	1.0	1.0	1.0	1.0	0.0
ENSG00000182518	7	1.0	1.0	1.0	1.0	0.0
ENSG00000158639	3	1.0	1.0	1.0	1.0	0.0
ENSG00000204279	2	1.0	1.0	1.0	1.0	0.0
ENSG00000187601	1	1.0	1.0	1.0	1.0	0.0
ENSG00000247746	2	0.5384615384615384	0.7	0.8555555555555555	0.5384615384615384	20.0
ENSG00000189299	1	1.0	1.0	1.0	1.0	0.0
ENSG00000083750	3	0.7320512820512821	0.8419702580352401	1.0	0.675	25.590796956892312
ENSG00000102349	4	1.0	1.0	1.0	1.0	0.0
ENSG00000188021	1	1.0	1.0	1.0	1.0	0.0
ENSG00000204272	4	1.0	1.0	1.0	1.0	0.0
ENSG00000204271	43	0.6181541131784518	0.6220780212646398	0.9994832041343665	0.16125541125541126	15.83777275916014
ENSG00000186787	5	0.56875	0.5835164835164834	1.0	0.7239583333333334	18.8
ENSG00000147059	3	0.9305555555555557	0.9633699633699634	1.0	0.9479166666666666	2.3570226039551585
ENSG00000165591	1	1.0	1.0	1.0	1.0	0.0
ENSG00000198455	1	1.0	1.0	1.0	1.0	0.0
ENSG00000215174	1	1.0	1.0	1.0	1.0	0.0
ENSG00000198205	1	1.0	1.0	1.0	1.0	0.0
ENSG00000186767	1	1.0	1.0	1.0	1.0	0.0
ENSG00000131089	36	0.5394633446921033	0.5670789085391024	0.9981481481481483	0.674074074074074	11.054019993861571
ENSG00000288661	1	1.0	1.0	1.0	1.0	0.0
ENSG00000184675	1	1.0	1.0	1.0	1.0	0.0
ENSG00000198881	1	1.0	1.0	1.0	1.0	0.0
ENSG00000102043	1	1.0	1.0	1.0	1.0	0.0
ENSG00000126970	8	0.3997855726827689	0.45642565909556193	1.0	0.4606141522029373	39.86853395849915
ENSG00000102053	3	0.5268817204301075	0.6333333333333333	1.0	0.6451612903225806	10.370899457402697
